Y,MOE,Participant,EAR,MAR,Circularity,EAR_N,MAR_N,Circularity_N,MOE_N
0,2.09863849181816,1,0.395067226,0.8291032867971394,0.533837459,7.892782365,1.481404485,2.775046048,-1.002224434
0,2.355064980449925,1,0.349152025,0.8222757074459843,0.48671104,2.936515409,1.355113559,1.036468317,0.104365816
0,2.361506217726205,1,0.328411407,0.7755455788018906,0.474215133,0.697691638,0.490738226,0.575472001,0.132162516
0,2.66359860860068,1,0.301504562,0.8030871315361051,0.423229753,-2.206738792,1.000179127,-1.305469703,1.435820714
0,2.795726342814522,1,0.291638539,0.8153415469174866,0.418872076,-3.271715993,1.226851184,-1.466232211,2.006008541
0,2.3056369516416177,1,0.340146574,0.7842545092839307,0.467586378,1.964431627,0.651828831,0.330925384,-0.108937323
0,2.598363109535419,1,0.308062674,0.8004586867672359,0.416101317,-1.498830464,0.951560326,-1.568450451,1.154301564
0,2.5728319068236245,1,0.305235771,0.7853203294588222,0.444011893,-1.80397749,0.671543492,-0.538779451,1.044123477
0,2.372177418730703,1,0.332820118,0.7895083677905872,0.486134625,1.173585215,0.749010367,1.015203354,0.178213324
0,2.6133679385866,1,0.306524157,0.801060403022681,0.460206442,-1.664904048,0.962690376,0.058666375,1.219053835
0,2.3301381809364927,1,0.344075044,0.8017423964661806,0.496702232,2.388486099,0.975305328,1.405061237,-0.003204013
0,2.811090266939531,1,0.260655454,0.73272600990125,0.40744166,-6.61615182,-0.301302803,-1.887920665,2.072310462
0,2.134603668335377,1,0.328283743,0.700755682111505,0.462356494,0.683911124,-0.892663528,0.137985639,-0.847019276
0,1.9815074215205644,1,0.341901483,0.6774803257931072,0.476349489,2.153863414,-1.32319185,0.654212196,-1.507695226
0,2.2604788916151746,1,0.31348702,0.708630791385092,0.470335136,-0.91330524,-0.746996259,0.432331971,-0.303813714
0,2.12465942754932,1,0.357418245,0.759392043932503,0.538171559,3.828803622,0.191943476,2.934938757,-0.889932939
0,2.229921389071347,1,0.330273015,0.7364828593987669,0.485877202,0.898640901,-0.231811703,1.005706543,-0.43568244
0,2.1224258213319014,1,0.364462692,0.7735450281355043,0.51184609,4.58920886,0.453733691,1.963745179,-0.899571907
0,2.120076852545992,1,0.345818507,0.7331618116946365,0.500070812,2.57668236,-0.293241701,1.529334166,-0.909708715
0,2.167205910692142,1,0.32555595,0.7055467793110942,0.473132736,0.389462449,-0.804041768,0.535540427,-0.706326621
0,2.218719787771158,1,0.337345363,0.7484748312995958,0.468428988,1.662057906,-0.009994109,0.362010787,-0.484022153
0,2.3518903435190337,1,0.342053103,0.8044713902030957,0.458728325,2.170229896,1.025784,0.004135978,0.090665896
0,2.445462551677464,1,0.325899512,0.7969750519598751,0.454974174,0.426547859,0.887122925,-0.134361326,0.494470096
0,2.547701947249285,1,0.323098638,0.823159029779931,0.467455945,0.124210562,1.371452527,0.326113463,0.935676926
0,2.5413414836254566,1,0.323449226,0.8219949365267862,0.452854088,0.162054409,1.349920091,-0.212575103,0.908228798
0,2.9217933134442964,1,0.283642196,0.8287438725263675,0.427912543,-4.134872643,1.474756336,-1.132713231,2.550041575
0,2.5039252295298025,1,0.330546585,0.8276639343004953,0.468751813,0.928171193,1.454780531,0.373920347,0.746761619
0,2.715338499047032,1,0.302873271,0.8224034525418675,0.434904444,-2.05899498,1.357476483,-0.874769533,1.659100527
0,2.7633557868846825,1,0.302544985,0.8360394355030526,0.44052811,-2.094431422,1.609703636,-0.66730245,1.866315713
0,2.577775996670669,1,0.319254507,0.8229666058317283,0.459752932,-0.290740015,1.367893227,0.041935569,1.065459345
0,2.654934022796834,1,0.323449226,0.8587363554300375,0.46580874,0.162054409,2.02953252,0.265345144,1.398429311
0,2.7221583805898626,1,0.308061471,0.8385921136987258,0.453211197,-1.49896034,1.65692097,-0.199400712,1.68853124
0,2.474027798511534,1,0.326214658,0.8070641311616089,0.4749548,0.460565921,1.073742382,0.602759647,0.617741384
0,2.540339203251757,1,0.321578043,0.8169173093301768,0.483354209,-0.039928464,1.255998336,0.912628836,0.903903529
0,4.06749499716902,1,0.188664267,0.7673909622147559,0.340291473,-14.3871631,0.339900861,-4.36521096,7.494235595
0,2.537858948067875,1,0.324132547,0.8226026855682697,0.466469438,0.235814767,1.361161731,0.289719474,0.893200164
0,2.739601179298724,1,0.301067062,0.8248036775352077,0.438807408,-2.25396427,1.401873863,-0.730782188,1.763804395
0,2.602393729723738,1,0.299480086,0.779365097011635,0.429372756,-2.425268706,0.56138852,-1.078843348,1.171695418
0,2.545275236224866,1,0.312507841,0.7954184696004053,0.463517545,-1.019001626,0.85833055,0.180818864,0.925204628
0,2.5568608297202884,1,0.315100741,0.805668742261039,0.452050006,-0.739113848,1.04793163,-0.242239101,0.975201431
0,2.575572566179813,1,0.326142213,0.8400029367763264,0.477531363,0.452745981,1.68301721,0.697813654,1.055950597
0,2.5653515873245274,1,0.321391939,0.8244833217039981,0.461287287,-0.060017217,1.395948185,0.098540662,1.011842691
0,2.5662543191445484,1,0.323289653,0.8296434678925925,0.48644555,0.144829427,1.491396308,1.026673908,1.015738366
0,2.3713705632586928,1,0.335608645,0.7958524613228369,0.477962409,1.474589783,0.866358171,0.713715697,0.174731397
0,2.5755626980840924,1,0.315520429,0.8126426482954726,0.46525612,-0.693811049,1.176929185,0.244958026,1.055908012
0,2.695415251533339,1,0.31253746,0.8424182350695681,0.445587086,-1.015804519,1.727693403,-0.480667788,1.573123171
0,2.627519048639845,1,0.309903232,0.8142766448335836,0.461683161,-1.300153397,1.207153504,0.113145158,1.280121943
0,2.6769747017563392,1,0.298719989,0.7996658544929068,0.43117521,-2.507316477,0.936895169,-1.0123476,1.493544292
0,2.453265452811388,1,0.330905255,0.8117984299420106,0.480782231,0.966887402,1.161313531,0.817743949,0.52814296
0,2.64158160086096,1,0.320928378,0.8477584992317874,0.46289869,-0.110055816,1.8264732,0.157988194,1.340807885
0,2.600065094032955,1,0.313337254,0.8146972562035859,0.424837226,-0.929471588,1.214933626,-1.246167166,1.161646357
0,2.557032080422713,1,0.319469607,0.8168940347576685,0.439841036,-0.267521273,1.255567822,-0.692649838,0.975940452
0,2.689404503514043,1,0.318015246,0.8552716341436742,0.435586688,-0.424510773,1.965444966,-0.849600304,1.547184216
0,2.594111488251403,1,0.300218201,0.7787994837134646,0.435639272,-2.345593656,0.550926272,-0.847660396,1.135953995
0,2.721481447308417,1,0.30766532,0.8373054592995731,0.433267529,-1.541722424,1.633121499,-0.935158218,1.685609982
0,2.408067244686386,1,0.342999943,0.8259669274335611,0.481696331,2.272435498,1.423390699,0.85146676,0.333093312
0,2.46088821475653,1,0.321288852,0.7906559489027303,0.470542402,-0.07114489,0.770237375,0.439978408,0.561038447
0,2.2801188826230145,1,0.346664993,0.7904373965536696,0.490143521,2.668055394,0.766194774,1.163098669,-0.219058732
0,2.6795950118195164,1,0.294573001,0.7893363429410659,0.428071295,-2.954958727,0.745828393,-1.126856599,1.504852053
0,2.3366432026922745,1,0.339816437,0.7940297673106876,0.489220422,1.928795359,0.832643482,1.129043887,0.024867946
0,2.5243221428985088,1,0.321727704,0.8121443664527005,0.449231715,-0.023773491,1.167712379,-0.346210898,0.834783046
0,2.3432015437864724,1,0.33748616,0.7907980905755014,0.48705157,1.677256106,0.772866594,1.049031088,0.05317
0,2.4146707100870035,1,0.337338838,0.8145622105700605,0.465760236,1.661353574,1.212435663,0.26355575,0.361590097
0,2.25718357991864,1,0.357547839,0.8070511116317491,0.490433261,3.842792521,1.073501557,1.17378769,-0.318034397
0,2.165948454582647,1,0.367743512,0.7965134912229532,0.519377091,4.943353448,0.878585356,2.241577271,-0.711753083
0,2.2341282528937647,1,0.374421419,0.8365054716378543,0.510807707,5.664192999,1.618323988,1.925437388,-0.417528019
0,2.200386627742151,1,0.400772933,0.881855403117674,0.574420281,8.508678829,2.457169574,4.272218824,-0.5631376
0,2.328747230474133,1,0.349060046,0.8128726151018326,0.510407335,2.926586798,1.181182922,1.910666954,-0.00920656
0,2.597746298809798,1,0.335555009,0.8716867834989782,0.484811632,1.468800146,2.269078845,0.966395767,1.151639761
0,2.3671388254813106,1,0.349945261,0.8283690137070794,0.513044011,3.022140375,1.467822507,2.007938644,0.156469634
0,2.5076849988299443,1,0.33975387,0.8519956835647454,0.493904724,1.922041669,1.904849137,1.301856173,0.762986635
0,2.7368437840344466,1,0.309320753,0.846562580285927,0.423667608,-1.36302844,1.804352079,-1.289316458,1.751905052
0,2.49379409355447,1,0.330873839,0.825131225829476,0.466853147,0.963496268,1.407932581,0.303875187,0.703041423
0,2.2745820913741976,1,0.358586309,0.8156339960058838,0.516484517,3.954888998,1.232260665,2.134865048,-0.24295236
0,2.4113903072056404,1,0.344131251,0.829834763012415,0.523431709,2.394553332,1.494934728,2.391159362,0.347433752
0,2.4197278742793578,1,0.349572535,0.845870405861838,0.495386758,2.981906834,1.791548808,1.356531054,0.383413929
0,2.2914060978678896,1,0.35152367,0.8054834812215966,0.497040222,3.192520067,1.044504824,1.417530293,-0.170349559
0,2.597452592030585,1,0.312379506,0.8113909587361107,0.468860716,-1.032854593,1.153776466,0.377937974,1.150372291
0,2.2764496181702145,1,0.353759995,0.8053168048973024,0.50479668,3.433917723,1.041421783,1.703679887,-0.234893181
0,2.3425454151072684,1,0.341796623,0.8006741125751697,0.496257838,2.142544446,0.955545094,1.388666735,0.050338523
0,2.487559801714895,1,0.337485652,0.8395157416874938,0.492073763,1.6772013,1.674005477,1.234308755,0.676137781
0,2.2346289498550647,1,0.356122646,0.7958019736404277,0.509256492,3.688951536,0.865424291,1.868210296,-0.415367297
0,2.672072222289912,1,0.309162778,0.8261052708509664,0.440693374,-1.380080904,1.425949661,-0.661205557,1.472387991
0,2.505276625517528,1,0.349288841,0.87506516962732,0.473344854,2.951283872,2.331569442,0.543365831,0.752593472
0,2.218126441766844,1,0.331252731,0.7347604425273454,0.471830187,1.004395387,-0.263671548,0.487487072,-0.486582696
0,2.4772560094372578,1,0.315247857,0.7809496481471623,0.45440386,-0.72323358,0.590698238,-0.155401241,0.631672499
0,2.1952937055331745,1,0.34012727,0.7466792541079001,0.487568399,1.962347871,-0.043207213,1.068097822,-0.585115743
0,2.501891241611021,1,0.308965093,0.7729970607830522,0.46732451,-1.401419755,0.443597844,0.321264592,0.737984089
0,2.249578346145213,1,0.342468916,0.7704106580698464,0.482298947,2.215114389,0.395756702,0.873698338,-0.350854242
0,3.403357048623419,1,0.226990483,0.7725296591912598,0.388035366,-10.25008096,0.434952235,-2.603853491,4.628195577
0,2.2182124908833885,1,0.357715785,0.793489621624492,0.516468971,3.86092121,0.822652313,2.13429153,-0.486211357
0,2.3981133884338357,1,0.321945831,0.7720626073776704,0.468802294,-0.000227989,0.426313096,0.375782696,0.290138154
0,2.4342749354719886,1,0.330953091,0.8056308142041042,0.481442344,0.97205102,1.047230068,0.842096718,0.446190735
0,2.428886394718369,1,0.316901408,0.7697175194530045,0.443791708,-0.544742744,0.382935596,-0.546902486,0.422936871
0,2.561834859670352,1,0.312620744,0.8008827195691037,0.453335715,-1.006814477,0.959403734,-0.194807035,0.996666503
0,2.369292309142536,1,0.340146574,0.8059066610351554,0.492634758,1.964431627,1.052332455,1.255004841,0.165762839
0,2.201602012696213,1,0.337690338,0.7434597286015645,0.488077076,1.699295944,-0.102759337,1.08686382,-0.557892692
0,2.301388903470896,1,0.338288426,0.7785332296294781,0.467890943,1.763855865,0.546001324,0.342161333,-0.127269472
0,2.154210474412901,1,0.372906699,0.8033195163334731,0.511688836,5.500688099,1.004477589,1.957943806,-0.762407501
0,2.0948657521057417,1,0.367864924,0.7706276298361899,0.521955898,4.956459105,0.399770067,2.336714077,-1.018505423
0,2.4051443623444726,1,0.314319701,0.7559842558690961,0.452043295,-0.823422422,0.128909026,-0.242486696,0.320479821
0,2.272732673669257,1,0.335059984,0.7615017733569347,0.458888179,1.415365175,0.230967509,0.010033311,-0.250933391
0,2.417947035828804,1,0.321788825,0.7780683354130861,0.465213263,-0.017175826,0.537402094,0.243376952,0.375728847
0,2.277898894682453,1,0.342347666,0.7798333701419413,0.478892658,2.202026177,0.570050249,0.74803425,-0.228638932
0,2.6935838837899477,1,0.293085972,0.7894516507983212,0.426603611,-3.115474425,0.747961263,-1.181002057,1.565220034
0,2.382187050850524,1,0.328580808,0.7827409460013507,0.479255687,0.715977485,0.623832187,0.761427029,0.221409179
0,2.3106822671029006,1,0.330467151,0.763604585074059,0.469260953,0.919596722,0.269863584,0.392703466,-0.087164623
0,2.554181728590342,1,0.314786677,0.8040223791142056,0.4471078,-0.773015143,1.017478564,-0.42456594,0.963639961
0,2.356851480290305,1,0.332964508,0.7847478941977191,0.492194827,1.189171296,0.660955057,1.238775016,0.112075328
0,2.2916694385907146,1,0.337120357,0.7725684193867716,0.478997685,1.637769925,0.435669189,0.751908882,-0.16921313
0,2.34437826330368,1,0.332470147,0.779435785193895,0.48937773,1.135807971,0.562696051,1.134847256,0.058248049
0,3.4277770908044967,1,0.242928917,0.8327061751698945,0.402739625,-8.529623841,1.548047739,-2.061387127,4.73357853
0,2.6094842513810974,1,0.285785502,0.7457527675197613,0.41226913,-3.90351578,-0.060344597,-1.709826675,1.20229406
0,2.0425557370469645,1,0.352080099,0.71914322590295,0.480018358,3.252583174,-0.552545926,0.789563319,-1.244245568
0,2.175027311807969,1,0.335392881,0.7294886764518947,0.476864474,1.451299384,-0.361184324,0.673210916,-0.672573921
0,2.1944197587846803,1,0.342570544,0.7517435713630082,0.47501893,2.226084536,0.050468346,0.605125483,-0.588887198
0,2.5957514237503148,1,0.286764706,0.7443698935754579,0.414748049,-3.797816702,-0.085923857,-1.618374902,1.14303102
0,2.247957260729152,1,0.323911536,0.72813928886727,0.454190318,0.211957922,-0.386144181,-0.163279185,-0.357849921
0,2.3602085656541765,1,0.323807754,0.7642538354343782,0.47626765,0.200755339,0.281872881,0.65119301,0.126562591
0,2.173942893936816,1,0.335250462,0.7288153606379782,0.460033286,1.435926168,-0.373638764,0.052278338,-0.677253649
0,2.241241832548304,1,0.326037028,0.7307278258069806,0.473264554,0.441391872,-0.338263562,0.540403432,-0.386829873
0,2.3037166770253283,1,0.332964508,0.7670558905566307,0.469939793,1.189171296,0.333702983,0.417747053,-0.117224131
0,2.010448237219358,1,0.371079899,0.7460369285168091,0.528382465,5.303496153,-0.055088421,2.573801577,-1.382803197
0,2.325174324267943,1,0.312379506,0.7263368078342735,0.468860716,-1.032854593,-0.419484987,0.377937974,-0.024625182
0,2.244217189948656,1,0.335490551,0.7529136609809386,0.485895078,1.461842232,0.072111697,1.006366023,-0.37398993
0,2.171393284219396,1,0.351939436,0.764198926981712,0.499303884,3.237399429,0.280857229,1.501040804,-0.688256309
0,2.124812998841559,1,0.368175594,0.7823042886243178,0.515951871,4.989994121,0.615755259,2.115214797,-0.889270213
0,2.0227495676199942,1,0.364332992,0.7369544012311338,0.528699584,4.575208504,-0.223089512,2.585500665,-1.329717681
0,2.1813725569126112,1,0.347059919,0.7570669828109785,0.506584955,2.710685248,0.148936415,1.769652531,-0.645191468
0,1.995145339157712,1,0.378067822,0.7543002529466173,0.537806757,6.057800004,0.097759731,2.921480549,-1.448841763
0,2.026437139404224,1,0.364815359,0.7392753924013085,0.529456284,4.627277129,-0.180157733,2.613416706,-1.313804228
0,2.482226143068995,1,0.299399865,0.7431781715195771,0.465324132,-2.433928062,-0.107967348,0.247467091,0.653120756
0,2.7483782997443127,1,0.292041466,0.8026404266816993,0.44583199,-3.228222547,0.991916349,-0.471632843,1.801681433
0,2.196486121890283,1,0.349583669,0.7678556773213949,0.494197515,2.983108729,0.348496778,1.312657758,-0.579969955
0,2.4995407078074505,1,0.312688029,0.7815764578245008,0.451296129,-0.999551437,0.602292446,-0.270050994,0.727840527
0,2.318432713213116,1,0.324997445,0.7534847072531414,0.460293161,0.329175173,0.08267444,0.061865579,-0.053718125
0,2.160450204153721,1,0.338108,0.7304654978126698,0.471969049,1.74437999,-0.343115889,0.492609961,-0.735480391
0,2.3763964474463224,1,0.312688029,0.7430707217451334,0.451296129,-0.999551437,-0.109954865,-0.270050994,0.196420242
0,2.4193747048875944,1,0.317214397,0.7674604887752036,0.465475225,-0.510957503,0.341186906,0.253041197,0.381889851
0,2.489899647624456,1,0.317182939,0.7897536868244419,0.443267635,-0.514353285,0.753548076,-0.566236465,0.686235219
0,2.4536557514688333,1,0.308263393,0.756372247051156,0.443285488,-1.477164041,0.136085767,-0.565577827,0.529827266
0,2.36409333648925,1,0.315693333,0.7463285047525903,0.474531864,-0.675147157,-0.049695085,0.58715677,0.143327043
0,3.2814286491484648,1,0.228924128,0.7511981928588904,0.385699127,-10.04135567,0.040380385,-2.690041532,4.102022253
0,2.8284052616330406,1,0.267424276,0.7563842284416991,0.442595021,-5.885498645,0.136307389,-0.591050401,2.147032088
0,2.4846479731607056,1,0.295543313,0.7343210931269499,0.451879148,-2.850219416,-0.271798271,-0.24854238,0.663571992
0,2.625375699276322,1,0.297330055,0.7806030999212636,0.443329379,-2.657351497,0.584288075,-0.563958628,1.270872471
0,2.838939917495861,1,0.270954357,0.7692231393115391,0.402118556,-5.504447836,0.373790961,-2.084299477,2.192493645
0,2.6137004395800494,1,0.297965429,0.7787923721708649,0.448975777,-2.588766711,0.550794728,-0.35565292,1.22048872
0,3.016418639409193,1,0.268278331,0.809239758720647,0.419029028,-5.793308543,1.113985344,-1.460441971,2.95839043
0,2.748733647436336,1,0.297965429,0.8190275998487297,0.467590227,-2.588766711,1.295032747,0.331067366,1.803214911
0,2.322234513854651,1,0.340146574,0.7899001132023725,0.492751695,1.964431627,0.75625655,1.259318881,-0.037311725
0,2.5640425305006223,1,0.297939781,0.7639302697352611,0.465687215,-2.591535244,0.27588783,0.26086187,1.00619355
0,2.474798570191137,1,0.308494648,0.7634621145979436,0.462369658,-1.452201427,0.267228282,0.138471257,0.621067595
0,2.5245475895878133,1,0.328733682,0.8299038256913702,0.473597003,0.732479354,1.496212192,0.552668085,0.835755945
0,2.520109619431901,1,0.307111521,0.7739546978852648,0.441156559,-1.601501638,0.461311424,-0.644117845,0.816604201
0,2.713558517092475,1,0.288871321,0.7838692344221837,0.44265403,-3.570420359,0.644702334,-0.588873446,1.651419141
0,2.447453198626045,1,0.300217431,0.7347681111050989,0.471704532,-2.345676782,-0.263529701,0.482851443,0.503060591
0,2.6751085468888687,1,0.293594529,0.7853972345438605,0.460360963,-3.06057876,0.672966019,0.064366912,1.485491033
0,2.6471726403961378,1,0.290036119,0.7677756784159773,0.427913266,-3.444687551,0.347017024,-1.132686554,1.364935618
0,2.454400624404477,1,0.311561484,0.7646967019592643,0.452205801,-1.1211551,0.29006466,-0.236491569,0.533041712
0,2.4933754855272423,1,0.307273758,0.7661488559769859,0.46295247,-1.583989102,0.316925406,0.159972236,0.70123495
0,2.660654677405128,1,0.293035603,0.7796665472835779,0.450619384,-3.120911474,0.566964498,-0.295017308,1.423116389
0,2.639454334333516,1,0.292539988,0.7721459392815394,0.47266568,-3.174410083,0.427854501,0.518309909,1.331627818
0,2.480209809047461,1,0.323529412,0.8024208205741785,0.476163907,0.170709948,0.987854257,0.647365746,0.644419411
0,2.164573089951684,1,0.361343256,0.7821538888750427,0.542428427,4.252484744,0.612973289,3.091982201,-0.717688371
0,3.800931010134796,1,0.203942615,0.7751718088313733,0.376024712,-12.73795828,0.483824537,-3.046947958,6.343897693
0,2.463989371522034,1,0.309040625,0.7614728155399678,0.441237738,-1.393266555,0.230431871,-0.641123005,0.574421268
0,2.937629160425923,1,0.283455829,0.8326881077816684,0.441890958,-4.154989903,1.547713543,-0.617024537,2.618380044
0,2.772527051351008,1,0.310034472,0.8595789591392352,0.419263077,-1.285986868,2.045118307,-1.45180749,1.905893651
0,2.14613020276896,1,0.339148597,0.727857046726611,0.502772093,1.856706079,-0.391364863,1.628989228,-0.797277337
0,2.763286365874172,1,0.301234991,0.8323985445005305,0.437980352,-2.235837295,1.542357441,-0.761293779,1.866016131
